Sensed Time: 2024-01-22 10:42:03, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:42:41, Humidity: 41.00, Temperature: 19.00
Sensed Time: 2024-01-22 10:42:42, Humidity: 41.00, Temperature: 19.00
Sensed Time: 2024-01-22 10:42:43, Humidity: 41.00, Temperature: 19.00
Sensed Time: 2024-01-22 10:42:44, Humidity: 41.00, Temperature: 19.00
Sensed Time: 2024-01-22 10:42:45, Humidity: 41.00, Temperature: 19.00
Sensed Time: 2024-01-22 10:42:46, Humidity: 41.00, Temperature: 19.00
Sensed Time: 2024-01-22 10:42:47, Humidity: 41.00, Temperature: 19.00
Sensed Time: 2024-01-22 10:42:48, Humidity: 41.00, Temperature: 18.00
Sensed Time: 2024-01-22 10:42:49, Humidity: 42.00, Temperature: 18.00
Sensed Time: 2024-01-22 10:42:50, Humidity: 42.00, Temperature: 18.00
Sensed Time: 2024-01-22 10:42:51, Humidity: 42.00, Temperature: 18.00
Sensed Time: 2024-01-22 10:42:52, Humidity: 43.00, Temperature: 18.00
Sensed Time: 2024-01-22 10:42:53, Humidity: 43.00, Temperature: 18.00
Sensed Time: 2024-01-22 10:42:54, Humidity: 43.00, Temperature: 18.00
Sensed Time: 2024-01-22 10:42:55, Humidity: 43.00, Temperature: 18.00
Sensed Time: 2024-01-22 10:42:56, Humidity: 43.00, Temperature: 18.00
Sensed Time: 2024-01-22 10:42:57, Humidity: 43.00, Temperature: 18.00
Sensed Time: 2024-01-22 10:42:58, Humidity: 43.00, Temperature: 18.00
Sensed Time: 2024-01-22 10:42:59, Humidity: 43.00, Temperature: 18.00
Sensed Time: 2024-01-22 10:43:00, Humidity: 43.00, Temperature: 18.00
Sensed Time: 2024-01-22 10:43:01, Humidity: 43.00, Temperature: 17.00
Sensed Time: 2024-01-22 10:43:02, Humidity: 43.00, Temperature: 17.00
Sensed Time: 2024-01-22 10:43:03, Humidity: 43.00, Temperature: 17.00
Sensed Time: 2024-01-22 10:43:04, Humidity: 44.00, Temperature: 17.00
Sensed Time: 2024-01-22 10:43:05, Humidity: 44.00, Temperature: 17.00
Sensed Time: 2024-01-22 10:43:06, Humidity: 44.00, Temperature: 17.00
Sensed Time: 2024-01-22 10:43:07, Humidity: 44.00, Temperature: 17.00
Sensed Time: 2024-01-22 10:43:08, Humidity: 44.00, Temperature: 17.00
Sensed Time: 2024-01-22 10:43:09, Humidity: 44.00, Temperature: 17.00
Sensed Time: 2024-01-22 10:43:10, Humidity: 44.00, Temperature: 17.00
Sensed Time: 2024-01-22 10:43:11, Humidity: 44.00, Temperature: 17.00
Sensed Time: 2024-01-22 10:43:12, Humidity: 45.00, Temperature: 17.00
Sensed Time: 2024-01-22 10:43:13, Humidity: 45.00, Temperature: 17.00
Sensed Time: 2024-01-22 10:43:14, Humidity: 45.00, Temperature: 17.00
Sensed Time: 2024-01-22 10:43:15, Humidity: 45.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:16, Humidity: 45.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:17, Humidity: 45.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:18, Humidity: 45.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:19, Humidity: 45.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:20, Humidity: 45.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:21, Humidity: 45.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:22, Humidity: 45.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:23, Humidity: 45.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:24, Humidity: 45.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:25, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:26, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:27, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:28, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:29, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:30, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:31, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:32, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:33, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:34, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:35, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:36, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:37, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:38, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:39, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:40, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:41, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:42, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:43, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:44, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:45, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:46, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:47, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:48, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:49, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:50, Humidity: 47.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:51, Humidity: 47.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:52, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:53, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:54, Humidity: 46.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:55, Humidity: 47.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:56, Humidity: 47.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:57, Humidity: 47.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:58, Humidity: 47.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:43:59, Humidity: 47.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:44:00, Humidity: 47.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:44:01, Humidity: 47.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:44:02, Humidity: 47.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:03, Humidity: 47.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:44:04, Humidity: 47.00, Temperature: 16.00
Sensed Time: 2024-01-22 10:44:05, Humidity: 47.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:06, Humidity: 47.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:07, Humidity: 47.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:08, Humidity: 47.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:09, Humidity: 47.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:10, Humidity: 47.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:11, Humidity: 47.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:12, Humidity: 47.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:13, Humidity: 47.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:14, Humidity: 47.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:15, Humidity: 47.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:16, Humidity: 47.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:17, Humidity: 47.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:18, Humidity: 47.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:19, Humidity: 47.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:20, Humidity: 47.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:21, Humidity: 47.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:22, Humidity: 47.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:23, Humidity: 48.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:24, Humidity: 48.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:25, Humidity: 48.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:26, Humidity: 48.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:27, Humidity: 48.00, Temperature: 15.00
Sensed Time: 2024-01-22 10:44:28, Humidity: 48.00, Temperature: 15.00
