Sensed Time: 2024-01-22 10:34:56, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:15, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:16, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:17, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:18, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:19, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:20, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:21, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:22, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:23, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:24, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:25, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:26, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:27, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:28, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:29, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:30, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:31, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:32, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:33, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:34, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:35, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:36, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:37, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:38, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:39, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:40, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:41, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:42, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:43, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:44, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:45, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:46, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:47, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:48, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:49, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:50, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:51, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:52, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:53, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:54, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:55, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:56, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:57, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:58, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:36:59, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:00, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:01, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:02, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:03, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:04, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:05, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:06, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:07, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:08, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:09, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:10, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:11, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:12, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:13, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:14, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:15, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:16, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:17, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:18, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:19, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:20, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:21, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:22, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:23, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:24, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:25, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:26, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:27, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:28, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:29, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:30, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:31, Humidity: 42.00, Temperature: 20.00
Sensed Time: 2024-01-22 10:37:32, Humidity: 42.00, Temperature: 20.00
